"Var1","Freq"
"(0 ; 0.01]",1462
"(0.01 ; 0.05]",535
"(0.05 ; 0.1]",400
"(0.1 ; 0.5]",3387
"(0.5 ; 0.9]",3815
"(0.9 ; 0.95]",607
"(0.95 ; 0.99]",505
"(0.99 ; 1]",217
