"Var1","Freq"
"(0 ; 0.01]",937
"(0.01 ; 0.05]",216
"(0.05 ; 0.1]",115
"(0.1 ; 0.5]",970
"(0.5 ; 0.9]",1423
"(0.9 ; 0.95]",363
"(0.95 ; 0.99]",443
"(0.99 ; 1]",260
