"Var1","Freq"
"(0 ; 0.01]",1624
"(0.01 ; 0.05]",568
"(0.05 ; 0.1]",421
"(0.1 ; 0.5]",3471
"(0.5 ; 0.9]",3969
"(0.9 ; 0.95]",641
"(0.95 ; 0.99]",562
"(0.99 ; 1]",346
