"Var1","Freq"
"(0 ; 0.01]",775
"(0.01 ; 0.05]",120
"(0.05 ; 0.1]",95
"(0.1 ; 0.5]",574
"(0.5 ; 0.9]",861
"(0.9 ; 0.95]",274
"(0.95 ; 0.99]",357
"(0.99 ; 1]",232
