"Model","AUC"
"IsoBayes_MM_intensities",0.82
"IsoBayes_MM_psm",0.818
"IsoBayes_mRNA_MM_intensities",0.842
"IsoBayes_mRNA_MM_psm",0.841
"IsoBayes_mRNA_OpenMS",0.843
"IsoBayes_OpenMS",0.818
