"Var1","Freq"
"(0 ; 0.01]",86
"(0.01 ; 0.05]",77
"(0.05 ; 0.1]",93
"(0.1 ; 0.5]",860
"(0.5 ; 0.9]",226
"(0.9 ; 0.95]",18
"(0.95 ; 0.99]",15
"(0.99 ; 1]",34
