"Var1","Freq"
"(0 ; 0.01]",71
"(0.01 ; 0.05]",65
"(0.05 ; 0.1]",83
"(0.1 ; 0.5]",805
"(0.5 ; 0.9]",191
"(0.9 ; 0.95]",7
"(0.95 ; 0.99]",4
"(0.99 ; 1]",3
