"Var1","Freq"
"(0 ; 0.01]",88
"(0.01 ; 0.05]",78
"(0.05 ; 0.1]",93
"(0.1 ; 0.5]",852
"(0.5 ; 0.9]",231
"(0.9 ; 0.95]",15
"(0.95 ; 0.99]",9
"(0.99 ; 1]",4
