"Var1","Freq"
"(0 ; 0.01]",122
"(0.01 ; 0.05]",99
"(0.05 ; 0.1]",110
"(0.1 ; 0.5]",916
"(0.5 ; 0.9]",295
"(0.9 ; 0.95]",23
"(0.95 ; 0.99]",32
"(0.99 ; 1]",65
