"Var1","Freq"
"(0 ; 0.01]",45
"(0.01 ; 0.05]",63
"(0.05 ; 0.1]",61
"(0.1 ; 0.5]",617
"(0.5 ; 0.9]",116
"(0.9 ; 0.95]",7
"(0.95 ; 0.99]",2
"(0.99 ; 1]",2
