"Var1","Freq"
"(0 ; 0.01]",94
"(0.01 ; 0.05]",170
"(0.05 ; 0.1]",286
"(0.1 ; 0.5]",1144
"(0.5 ; 0.9]",183
"(0.9 ; 0.95]",23
"(0.95 ; 0.99]",24
"(0.99 ; 1]",14
