"Var1","Freq"
"(0 ; 0.01]",27
"(0.01 ; 0.05]",43
"(0.05 ; 0.1]",77
"(0.1 ; 0.5]",860
"(0.5 ; 0.9]",208
"(0.9 ; 0.95]",10
"(0.95 ; 0.99]",19
"(0.99 ; 1]",38
