"Var1","Freq"
"(0 ; 0.01]",3611
"(0.01 ; 0.05]",1502
"(0.05 ; 0.1]",1451
"(0.1 ; 0.5]",17469
"(0.5 ; 0.9]",10355
"(0.9 ; 0.95]",1066
"(0.95 ; 0.99]",807
"(0.99 ; 1]",377
