"Var1","Freq"
"(0 ; 0.01]",2483
"(0.01 ; 0.05]",609
"(0.05 ; 0.1]",456
"(0.1 ; 0.5]",6004
"(0.5 ; 0.9]",5247
"(0.9 ; 0.95]",712
"(0.95 ; 0.99]",853
"(0.99 ; 1]",546
