"Var1","Freq"
"(0 ; 0.01]",370
"(0.01 ; 0.05]",370
"(0.05 ; 0.1]",520
"(0.1 ; 0.5]",4745
"(0.5 ; 0.9]",1134
"(0.9 ; 0.95]",82
"(0.95 ; 0.99]",86
"(0.99 ; 1]",198
