"Model","AUC"
"IsoBayes_MM_intensities",0.837
"IsoBayes_MM_psm",0.835
"IsoBayes_mRNA_MM_intensities",0.85
"IsoBayes_mRNA_MM_psm",0.849
"IsoBayes_mRNA_OpenMS",0.834
"IsoBayes_OpenMS",0.811
