"Model","AUC"
"IsoBayes_mRNA_prior_0",0.832
"IsoBayes_mRNA_prior_0.01",0.858
"IsoBayes_mRNA_prior_0.02",0.863
"IsoBayes_mRNA_prior_0.04",0.87
"IsoBayes_mRNA_prior_0.08",0.872
"IsoBayes_mRNA_prior_0.1",0.873
"IsoBayes_mRNA_prior_0.2",0.873
"IsoBayes_mRNA_prior_0.4",0.872
"IsoBayes_mRNA_prior_0.8",0.868
"IsoBayes_mRNA_prior_1",0.867
