"Var1","Freq"
"(0 ; 0.01]",572
"(0.01 ; 0.05]",293
"(0.05 ; 0.1]",365
"(0.1 ; 0.5]",5964
"(0.5 ; 0.9]",2103
"(0.9 ; 0.95]",46
"(0.95 ; 0.99]",45
"(0.99 ; 1]",64
