"Var1","Freq"
"(0 ; 0.01]",559
"(0.01 ; 0.05]",171
"(0.05 ; 0.1]",152
"(0.1 ; 0.5]",2096
"(0.5 ; 0.9]",2242
"(0.9 ; 0.95]",68
"(0.95 ; 0.99]",54
"(0.99 ; 1]",138
