"Var1","Freq"
"(0 ; 0.01]",265
"(0.01 ; 0.05]",114
"(0.05 ; 0.1]",105
"(0.1 ; 0.5]",2411
"(0.5 ; 0.9]",756
"(0.9 ; 0.95]",16
"(0.95 ; 0.99]",19
"(0.99 ; 1]",64
