"Var1","Freq"
"(0 ; 0.01]",337
"(0.01 ; 0.05]",218
"(0.05 ; 0.1]",285
"(0.1 ; 0.5]",4784
"(0.5 ; 0.9]",821
"(0.9 ; 0.95]",17
"(0.95 ; 0.99]",10
"(0.99 ; 1]",21
