"Var1","Freq"
"(0 ; 0.01]",94
"(0.01 ; 0.05]",202
"(0.05 ; 0.1]",362
"(0.1 ; 0.5]",1540
"(0.5 ; 0.9]",209
"(0.9 ; 0.95]",8
"(0.95 ; 0.99]",8
"(0.99 ; 1]",3
