"Var1","Freq"
"(0 ; 0.01]",100
"(0.01 ; 0.05]",207
"(0.05 ; 0.1]",368
"(0.1 ; 0.5]",1574
"(0.5 ; 0.9]",255
"(0.9 ; 0.95]",24
"(0.95 ; 0.99]",27
"(0.99 ; 1]",28
