"Var1","Freq"
"(0 ; 0.01]",31
"(0.01 ; 0.05]",152
"(0.05 ; 0.1]",438
"(0.1 ; 0.5]",696
"(0.5 ; 0.9]",77
"(0.9 ; 0.95]",4
"(0.95 ; 0.99]",2
"(0.99 ; 1]",3
